모델명,제공자,데이터셋,정확도(%),정답수,전체문제,추출실패,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,비용수준,총비용($)
Claude Sonnet 4.5,claude,위험물산업기사,44.67,134,300,152,834.13,2.78,47606,2340,49946,중간,0.1779
