모델명,제공자,데이터셋,정확도(%),정답수,전체문제,추출실패,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,비용수준,총비용($)
GPT-4o,openai,방재안전직,73.67,221,300,0,291.75,0.97,52352,319,52671,중간,0.1341
