모델명,제공자,데이터셋,정확도(%),정답수,전체문제,추출실패,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,비용수준,총비용($)
Claude Sonnet 4,claude,소방공무원,45.33,136,300,74,655.25,2.18,82448,1920,84368,중간,0.2761
