모델명,데이터셋,정확도(%),정답수,전체문제,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,총비용($),timestamp,duration,emissions,emissions_rate,total_emissions_g,carbon_intensity,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,total_energy_wh,cpu_energy_wh,gpu_energy_wh,ram_energy_wh,cpu_emissions_g,gpu_emissions_g,ram_emissions_g,country_name,country_iso_code,region,cloud_provider,cloud_region,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,carbon_tracked
Qwen2.5-32B-Instruct-GGUF,산업안전기사,67.38,190,282,329.02,1.17,44127,1192,45319,0.0,2025-11-06T13:34:42,329.1330284000141,0.0031680544600157,9.625452891848297e-06,5.708413,505.2,42.5,55.0,38.0,0.0038854413974268,0.005028421267222438,0.0034724249973867,0.012386287662035938,12.39,3.89,5.03,3.47,1.962925,2.540358,1.754269,South Korea,KOR,ulsan,,,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,Yes
