모델명,데이터셋,정확도(%),정답수,전체문제,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,총비용($),timestamp,duration,emissions,emissions_rate,total_emissions_g,carbon_intensity,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,total_energy_wh,cpu_energy_wh,gpu_energy_wh,ram_energy_wh,cpu_emissions_g,gpu_emissions_g,ram_emissions_g,country_name,country_iso_code,region,cloud_provider,cloud_region,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,carbon_tracked
Gemma-3-27B,방재안전직,60.67,182,300,216.95,0.72,51917,866,52783,0.0,2025-11-04T11:49:14,216.95685409998987,0.0020883184298249,9.625501063278248e-06,3.762864,505.2,42.5,55.0,38.0,0.0025612012740264,0.0033146186043054005,0.002288957771662,0.0081647776499938,8.16,2.56,3.31,2.29,1.293919,1.674545,1.156381,South Korea,KOR,ulsan,,,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,Yes
