모델명,제공자,데이터셋,정확도(%),정답수,전체문제,추출실패,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,비용수준,총비용($)
GPT-4o,openai,소방공무원,62.33,187,300,0,247.14,0.82,54880,326,55206,중간,0.1405
