timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-03T17:05:09,llama-3.3-70b_방재안전직,11be330a-c93b-4461-b9d5-6e365f795250,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,949.9669995000004,0.00914386300308793,9.625453313536841e-06,42.5,0.0,38.0,0.011214489668398001,0.0,0.010022305076874941,0.02123679474527293,0.0,South Korea,KOR,ulsan,,,Windows-11-10.0.26100-SP0,3.13.7,3.0.8,32,AMD RYZEN AI MAX+ PRO 395 w/ Radeon 8060S,,,129.3173,35.5335,95.77593231201172,machine,N,1.0,0.0
