모델명,제공자,데이터셋,정확도(%),정답수,전체문제,추출실패,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,비용수준,총비용($)
Claude Opus 4.1,claude,방재안전직,21.67,65,300,231,638.33,2.13,81035,2755,83790,높음,1.4221
