모델명,제공자,데이터셋,정확도(%),정답수,전체문제,추출실패,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,비용수준,총비용($)
GPT-4o,openai,산업안전기사,74.82,211,282,0,223.66,0.79,34873,287,35160,중간,0.0901
