모델명,제공자,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,예상비용(USD)
GPT-4o,openai,300,215,0,71.67,232.94,0.78,52352,307,52659,중간,$0.1339
