모델명,제공자,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,예상비용(USD)
Claude 3.5 Haiku,claude,300,179,12,59.67,994.92,3.32,52123,2640,54763,낮음,$0.0163
