모델명,데이터셋,정확도(%),정답수,전체문제,총시간(초),평균시간(초),입력토큰,출력토큰,총토큰,총비용($),timestamp,duration,emissions,emissions_rate,total_emissions_g,carbon_intensity,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,total_energy_wh,cpu_energy_wh,gpu_energy_wh,ram_energy_wh,cpu_emissions_g,gpu_emissions_g,ram_emissions_g,country_name,country_iso_code,region,cloud_provider,cloud_region,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,carbon_tracked
EXAONE-4.0.1-32B,산업안전기사,62.06,175,282,981.3,3.48,34637,641,35278,0.0,2025-11-03T18:03:31,981.3141636000364,0.0094457673398286,9.62563029272504e-06,17.019877,505.2,42.5,55.0,38.0,0.0115846134063149,0.014992299721667223,0.0103533598703844,0.036930272998366626,36.93,11.58,14.99,10.35,5.852547,7.57411,5.230517,South Korea,KOR,ulsan,,,32,"AMD64 Family 26 Model 112 Stepping 0, AuthenticAMD",1,AMD Radeon(TM) 8060S Graphics,95.78,Yes
