모델명,제공자,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,예상비용(USD)
Claude 3.5 Haiku,claude,282,170,17,60.28,282.44,1.0,52298,3025,55323,낮음,$0.0169
